File,Participant,Agent_Type,Rounds,AblationType,Pred_Openness,Pred_Conscientiousness,Pred_Extraversion,Pred_Agreeableness,Pred_Neuroticism,GT_Openness,GT_Conscientiousness,GT_Extraversion,GT_Agreeableness,GT_Neuroticism,O_MAE,O_Error,O_RMSE,C_MAE,C_Error,C_RMSE,E_MAE,E_Error,E_RMSE,A_MAE,A_Error,A_RMSE,N_MAE,N_Error,N_RMSE,Avg_MAE,Avg_RMSE
29_开放性_dialogue.txt,29,开放性,6,dialogue,2.8,3.7,2.1,3.5,1.8,3.2,2.889,3.0,3.556,3.0,0.4,0.4,0.432,0.811,-0.811,0.943,0.9,0.9,1.062,0.056,0.056,0.056,1.2,1.2,1.488,0.673,0.784
29_开放性_dialogue.txt,29,开放性,5,dialogue,2.8,3.7,2.1,3.5,2.5,3.2,2.889,3.0,3.556,3.0,0.4,0.4,0.432,0.811,-0.811,0.943,0.9,0.9,1.062,0.056,0.056,0.056,0.5,0.5,0.55,0.533,0.613
29_开放性_dialogue.txt,29,开放性,4,dialogue,2.8,3.6,2.1,3.5,2.5,3.2,2.889,3.0,3.556,3.0,0.4,0.4,0.432,0.711,-0.711,0.812,0.9,0.9,1.062,0.056,0.056,0.056,0.5,0.5,0.55,0.513,0.588
24_神经质_dialogue.txt,24,神经质,1,dialogue,2.7,2.3,2.8,2.0,1.9,4.2,3.556,3.25,3.889,3.25,1.5,1.5,1.95,1.256,1.256,1.571,0.45,0.45,0.491,1.889,1.889,2.602,1.35,1.35,1.715,1.289,1.373
24_神经质_dialogue.txt,24,神经质,2,dialogue,2.8,2.1,2.5,2.0,1.8,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,1.456,1.456,1.879,0.75,0.75,0.862,1.889,1.889,2.602,1.45,1.45,1.871,1.389,1.436
24_神经质_dialogue.txt,24,神经质,3,dialogue,2.8,2.1,2.5,2.0,1.8,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,1.456,1.456,1.879,0.75,0.75,0.862,1.889,1.889,2.602,1.45,1.45,1.871,1.389,1.436
24_神经质_dialogue.txt,24,神经质,6,dialogue,2.8,2.3,3.0,2.1,1.8,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,1.256,1.256,1.571,0.25,0.25,0.263,1.789,1.789,2.429,1.45,1.45,1.871,1.229,1.334
24_神经质_dialogue.txt,24,神经质,4,dialogue,2.8,2.2,2.9,2.1,1.8,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,1.356,1.356,1.723,0.35,0.35,0.375,1.789,1.789,2.429,1.45,1.45,1.871,1.269,1.358
24_神经质_dialogue.txt,24,神经质,5,dialogue,2.8,2.1,2.9,2.0,1.8,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,1.456,1.456,1.879,0.35,0.35,0.375,1.889,1.889,2.602,1.45,1.45,1.871,1.309,1.405
28_尽责性_dialogue.txt,28,尽责性,1,dialogue,2.8,3.6,2.7,3.8,2.2,3.2,2.667,2.5,3.889,2.875,0.4,0.4,0.432,0.933,-0.933,1.108,0.2,-0.2,0.208,0.089,0.089,0.09,0.675,0.675,0.766,0.459,0.554
28_尽责性_dialogue.txt,28,尽责性,3,dialogue,2.9,3.6,2.8,3.7,2.3,3.2,2.667,2.5,3.889,2.875,0.3,0.3,0.318,0.933,-0.933,1.108,0.3,-0.3,0.318,0.189,0.189,0.196,0.575,0.575,0.641,0.459,0.532
28_尽责性_dialogue.txt,28,尽责性,2,dialogue,2.8,3.6,2.7,3.8,2.3,3.2,2.667,2.5,3.889,2.875,0.4,0.4,0.432,0.933,-0.933,1.108,0.2,-0.2,0.208,0.089,0.089,0.09,0.575,0.575,0.641,0.439,0.531
28_尽责性_dialogue.txt,28,尽责性,6,dialogue,2.8,3.7,2.9,3.8,2.3,3.2,2.667,2.5,3.889,2.875,0.4,0.4,0.432,1.033,-1.033,1.247,0.4,-0.4,0.432,0.089,0.089,0.09,0.575,0.575,0.641,0.499,0.588
28_尽责性_dialogue.txt,28,尽责性,5,dialogue,2.9,3.6,2.8,3.8,2.3,3.2,2.667,2.5,3.889,2.875,0.3,0.3,0.318,0.933,-0.933,1.108,0.3,-0.3,0.318,0.089,0.089,0.09,0.575,0.575,0.641,0.439,0.527
28_尽责性_dialogue.txt,28,尽责性,4,dialogue,2.9,3.7,2.8,3.8,2.3,3.2,2.667,2.5,3.889,2.875,0.3,0.3,0.318,1.033,-1.033,1.247,0.3,-0.3,0.318,0.089,0.089,0.09,0.575,0.575,0.641,0.459,0.563
3_开放性_dialogue.txt,3,开放性,2,dialogue,2.9,3.7,2.8,3.6,2.3,3.6,2.778,3.5,3.667,2.875,0.7,0.7,0.798,0.922,-0.922,1.092,0.7,0.7,0.798,0.067,0.067,0.068,0.575,0.575,0.641,0.593,0.658
3_开放性_dialogue.txt,3,开放性,6,dialogue,2.9,3.7,2.5,3.8,2.2,3.6,2.778,3.5,3.667,2.875,0.7,0.7,0.798,0.922,-0.922,1.092,1.0,1.0,1.2,0.133,-0.133,0.137,0.675,0.675,0.766,0.686,0.75
3_开放性_dialogue.txt,3,开放性,4,dialogue,2.9,3.8,2.7,3.5,2.3,3.6,2.778,3.5,3.667,2.875,0.7,0.7,0.798,1.022,-1.022,1.231,0.8,0.8,0.928,0.167,0.167,0.172,0.575,0.575,0.641,0.653,0.712
3_开放性_dialogue.txt,3,开放性,1,dialogue,2.9,3.7,2.8,3.5,2.3,3.6,2.778,3.5,3.667,2.875,0.7,0.7,0.798,0.922,-0.922,1.092,0.7,0.7,0.798,0.167,0.167,0.172,0.575,0.575,0.641,0.613,0.662
3_开放性_dialogue.txt,3,开放性,3,dialogue,3.0,3.7,2.8,3.6,2.3,3.6,2.778,3.5,3.667,2.875,0.6,0.6,0.672,0.922,-0.922,1.092,0.7,0.7,0.798,0.067,0.067,0.068,0.575,0.575,0.641,0.573,0.638
3_开放性_dialogue.txt,3,开放性,5,dialogue,2.9,3.8,2.7,3.6,2.3,3.6,2.778,3.5,3.667,2.875,0.7,0.7,0.798,1.022,-1.022,1.231,0.8,0.8,0.928,0.067,0.067,0.068,0.575,0.575,0.641,0.633,0.709
9_尽责性_dialogue.txt,9,尽责性,6,dialogue,2.9,4.0,2.8,3.8,2.3,3.0,2.444,2.25,3.667,3.25,0.1,0.1,0.102,1.556,-1.556,2.04,0.55,-0.55,0.61,0.133,-0.133,0.137,0.95,0.95,1.131,0.658,0.855
9_尽责性_dialogue.txt,9,尽责性,3,dialogue,3.2,3.8,2.8,4.0,2.2,3.0,2.444,2.25,3.667,3.25,0.2,-0.2,0.208,1.356,-1.356,1.723,0.55,-0.55,0.61,0.333,-0.333,0.356,1.05,1.05,1.27,0.698,0.824
9_尽责性_dialogue.txt,9,尽责性,2,dialogue,3.2,3.7,2.9,3.8,2.3,3.0,2.444,2.25,3.667,3.25,0.2,-0.2,0.208,1.256,-1.256,1.571,0.65,-0.65,0.734,0.133,-0.133,0.137,0.95,0.95,1.131,0.638,0.769
9_尽责性_dialogue.txt,9,尽责性,5,dialogue,2.9,4.0,2.8,3.8,2.2,3.0,2.444,2.25,3.667,3.25,0.1,0.1,0.102,1.556,-1.556,2.04,0.55,-0.55,0.61,0.133,-0.133,0.137,1.05,1.05,1.27,0.678,0.878
9_尽责性_dialogue.txt,9,尽责性,4,dialogue,2.9,3.8,2.7,4.0,2.2,3.0,2.444,2.25,3.667,3.25,0.1,0.1,0.102,1.356,-1.356,1.723,0.45,-0.45,0.491,0.333,-0.333,0.356,1.05,1.05,1.27,0.658,0.808
9_尽责性_dialogue.txt,9,尽责性,1,dialogue,3.0,3.2,2.8,3.6,2.3,3.0,2.444,2.25,3.667,3.25,0.0,0.0,0.0,0.756,-0.756,0.87,0.55,-0.55,0.61,0.067,0.067,0.068,0.95,0.95,1.131,0.464,0.597
41_神经质_dialogue.txt,41,神经质,2,dialogue,2.8,3.2,2.7,3.6,2.3,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.578,0.578,0.645,0.925,0.925,1.096,0.067,0.067,0.068,0.2,0.2,0.208,0.434,0.528
41_神经质_dialogue.txt,41,神经质,4,dialogue,2.8,3.6,2.9,3.8,2.2,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.178,0.178,0.184,0.725,0.725,0.83,0.133,-0.133,0.137,0.3,0.3,0.318,0.347,0.406
41_神经质_dialogue.txt,41,神经质,1,dialogue,2.8,3.2,2.7,3.8,1.9,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.578,0.578,0.645,0.925,0.925,1.096,0.133,-0.133,0.137,0.6,0.6,0.672,0.527,0.588
41_神经质_dialogue.txt,41,神经质,6,dialogue,2.8,3.6,2.9,3.8,2.2,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.178,0.178,0.184,0.725,0.725,0.83,0.133,-0.133,0.137,0.3,0.3,0.318,0.347,0.406
41_神经质_dialogue.txt,41,神经质,5,dialogue,2.9,3.6,2.8,3.8,2.2,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.178,0.178,0.184,0.825,0.825,0.961,0.133,-0.133,0.137,0.3,0.3,0.318,0.347,0.427
41_神经质_dialogue.txt,41,神经质,3,dialogue,2.9,3.2,2.8,3.7,2.2,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.578,0.578,0.645,0.825,0.825,0.961,0.033,-0.033,0.034,0.3,0.3,0.318,0.407,0.489
2_尽责性_dialogue.txt,2,尽责性,1,dialogue,3.2,3.7,2.9,4.0,2.2,3.3,2.667,2.5,4.111,3.75,0.1,0.1,0.102,1.033,-1.033,1.247,0.4,-0.4,0.432,0.111,0.111,0.114,1.55,1.55,2.03,0.639,0.855
2_尽责性_dialogue.txt,2,尽责性,4,dialogue,2.9,3.6,2.8,4.0,2.3,3.3,2.667,2.5,4.111,3.75,0.4,0.4,0.432,0.933,-0.933,1.108,0.3,-0.3,0.318,0.111,0.111,0.114,1.45,1.45,1.871,0.639,0.804
2_尽责性_dialogue.txt,2,尽责性,6,dialogue,2.9,3.8,2.8,4.0,2.3,3.3,2.667,2.5,4.111,3.75,0.4,0.4,0.432,1.133,-1.133,1.39,0.3,-0.3,0.318,0.111,0.111,0.114,1.45,1.45,1.871,0.679,0.854
2_尽责性_dialogue.txt,2,尽责性,3,dialogue,2.9,3.8,3.0,4.0,2.2,3.3,2.667,2.5,4.111,3.75,0.4,0.4,0.432,1.133,-1.133,1.39,0.5,-0.5,0.55,0.111,0.111,0.114,1.55,1.55,2.03,0.739,0.907
2_尽责性_dialogue.txt,2,尽责性,5,dialogue,2.9,3.8,2.8,4.0,2.2,3.3,2.667,2.5,4.111,3.75,0.4,0.4,0.432,1.133,-1.133,1.39,0.3,-0.3,0.318,0.111,0.111,0.114,1.55,1.55,2.03,0.699,0.889
2_尽责性_dialogue.txt,2,尽责性,2,dialogue,2.9,3.7,3.0,4.0,2.3,3.3,2.667,2.5,4.111,3.75,0.4,0.4,0.432,1.033,-1.033,1.247,0.5,-0.5,0.55,0.111,0.111,0.114,1.45,1.45,1.871,0.699,0.848
36_开放性_dialogue.txt,36,开放性,2,dialogue,2.8,3.2,2.9,3.8,2.3,2.1,2.778,2.125,4.111,2.5,0.7,-0.7,0.798,0.422,-0.422,0.458,0.775,-0.775,0.895,0.311,0.311,0.33,0.2,0.2,0.208,0.482,0.53
36_开放性_dialogue.txt,36,开放性,1,dialogue,2.9,3.0,2.8,3.5,2.3,2.1,2.778,2.125,4.111,2.5,0.8,-0.8,0.928,0.222,-0.222,0.232,0.675,-0.675,0.766,0.611,0.611,0.686,0.2,0.2,0.208,0.502,0.558
36_开放性_dialogue.txt,36,开放性,3,dialogue,2.8,3.6,3.0,3.8,2.3,2.1,2.778,2.125,4.111,2.5,0.7,-0.7,0.798,0.822,-0.822,0.957,0.875,-0.875,1.028,0.311,0.311,0.33,0.2,0.2,0.208,0.582,0.643
36_开放性_dialogue.txt,36,开放性,4,dialogue,2.7,3.6,2.8,4.0,2.3,2.1,2.778,2.125,4.111,2.5,0.6,-0.6,0.672,0.822,-0.822,0.957,0.675,-0.675,0.766,0.111,0.111,0.114,0.2,0.2,0.208,0.482,0.556
36_开放性_dialogue.txt,36,开放性,5,dialogue,2.8,3.5,3.0,4.0,2.3,2.1,2.778,2.125,4.111,2.5,0.7,-0.7,0.798,0.722,-0.722,0.827,0.875,-0.875,1.028,0.111,0.111,0.114,0.2,0.2,0.208,0.522,0.605
36_开放性_dialogue.txt,36,开放性,6,dialogue,2.8,3.6,2.9,4.0,2.3,2.1,2.778,2.125,4.111,2.5,0.7,-0.7,0.798,0.822,-0.822,0.957,0.775,-0.775,0.895,0.111,0.111,0.114,0.2,0.2,0.208,0.522,0.603
46_尽责性_dialogue.txt,46,尽责性,1,dialogue,2.9,3.2,2.8,3.6,2.3,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.533,-0.533,0.59,0.575,0.575,0.641,0.067,0.067,0.068,1.2,1.2,1.488,0.595,0.696
46_尽责性_dialogue.txt,46,尽责性,4,dialogue,2.9,3.5,2.8,4.0,2.2,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.833,-0.833,0.972,0.575,0.575,0.641,0.333,-0.333,0.356,1.3,1.3,1.638,0.728,0.798
46_尽责性_dialogue.txt,46,尽责性,5,dialogue,2.9,3.2,2.8,3.8,2.3,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.533,-0.533,0.59,0.575,0.575,0.641,0.133,-0.133,0.137,1.2,1.2,1.488,0.608,0.698
46_尽责性_dialogue.txt,46,尽责性,3,dialogue,2.9,3.5,2.8,4.0,2.2,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.833,-0.833,0.972,0.575,0.575,0.641,0.333,-0.333,0.356,1.3,1.3,1.638,0.728,0.798
46_尽责性_dialogue.txt,46,尽责性,2,dialogue,2.9,3.6,2.8,3.4,2.3,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.933,-0.933,1.108,0.575,0.575,0.641,0.267,0.267,0.281,1.2,1.2,1.488,0.715,0.784
46_尽责性_dialogue.txt,46,尽责性,6,dialogue,2.9,3.2,2.7,3.8,2.3,3.5,2.667,3.375,3.667,3.5,0.6,0.6,0.672,0.533,-0.533,0.59,0.675,0.675,0.766,0.133,-0.133,0.137,1.2,1.2,1.488,0.628,0.715
1_宜人性_dialogue.txt,1,宜人性,3,dialogue,3.2,2.8,3.0,3.6,2.3,2.7,3.222,2.75,3.444,3.875,0.5,-0.5,0.55,0.422,0.422,0.458,0.25,-0.25,0.263,0.156,-0.156,0.16,1.575,1.575,2.071,0.581,0.774
1_宜人性_dialogue.txt,1,宜人性,2,dialogue,2.9,2.8,3.0,2.3,1.8,2.7,3.222,2.75,3.444,3.875,0.2,-0.2,0.208,0.422,0.422,0.458,0.25,-0.25,0.263,1.144,1.144,1.406,2.075,2.075,2.936,0.818,1.086
1_宜人性_dialogue.txt,1,宜人性,1,dialogue,3.2,2.5,2.8,2.2,1.8,2.7,3.222,2.75,3.444,3.875,0.5,-0.5,0.55,0.722,0.722,0.827,0.05,-0.05,0.05,1.244,1.244,1.554,2.075,2.075,2.936,0.918,1.151
1_宜人性_dialogue.txt,1,宜人性,4,dialogue,3.2,2.7,3.0,3.6,3.3,2.7,3.222,2.75,3.444,3.875,0.5,-0.5,0.55,0.522,0.522,0.577,0.25,-0.25,0.263,0.156,-0.156,0.16,0.575,0.575,0.641,0.401,0.434
1_宜人性_dialogue.txt,1,宜人性,5,dialogue,2.9,2.8,3.0,3.6,3.3,2.7,3.222,2.75,3.444,3.875,0.2,-0.2,0.208,0.422,0.422,0.458,0.25,-0.25,0.263,0.156,-0.156,0.16,0.575,0.575,0.641,0.321,0.357
1_宜人性_dialogue.txt,1,宜人性,6,dialogue,2.8,3.2,2.7,3.7,2.8,2.7,3.222,2.75,3.444,3.875,0.1,-0.1,0.102,0.022,0.022,0.022,0.05,0.05,0.05,0.256,-0.256,0.269,1.075,1.075,1.306,0.301,0.497
24_外向性_dialogue.txt,24,外向性,2,dialogue,2.9,3.7,2.8,3.3,2.2,4.2,3.556,3.25,3.889,3.25,1.3,1.3,1.638,0.144,-0.144,0.149,0.45,0.45,0.491,0.589,0.589,0.658,1.05,1.05,1.27,0.707,0.82
24_外向性_dialogue.txt,24,外向性,3,dialogue,2.8,4.0,2.7,3.0,2.0,4.2,3.556,3.25,3.889,3.25,1.4,1.4,1.792,0.444,-0.444,0.484,0.55,0.55,0.61,0.889,0.889,1.047,1.25,1.25,1.562,0.907,0.981
24_外向性_dialogue.txt,24,外向性,5,dialogue,3.3,3.8,2.9,2.8,2.3,4.2,3.556,3.25,3.889,3.25,0.9,0.9,1.062,0.244,-0.244,0.256,0.35,0.35,0.375,1.089,1.089,1.326,0.95,0.95,1.131,0.707,0.785
24_外向性_dialogue.txt,24,外向性,4,dialogue,3.5,3.8,3.2,2.9,2.2,4.2,3.556,3.25,3.889,3.25,0.7,0.7,0.798,0.244,-0.244,0.256,0.05,0.05,0.05,0.989,0.989,1.184,1.05,1.05,1.27,0.607,0.726
24_外向性_dialogue.txt,24,外向性,1,dialogue,2.9,3.7,2.8,3.2,2.3,4.2,3.556,3.25,3.889,3.25,1.3,1.3,1.638,0.144,-0.144,0.149,0.45,0.45,0.491,0.689,0.689,0.784,0.95,0.95,1.131,0.707,0.811
24_外向性_dialogue.txt,24,外向性,6,dialogue,3.5,3.8,2.9,2.7,2.3,4.2,3.556,3.25,3.889,3.25,0.7,0.7,0.798,0.244,-0.244,0.256,0.35,0.35,0.375,1.189,1.189,1.472,0.95,0.95,1.131,0.687,0.773
17_开放性_dialogue.txt,17,开放性,3,dialogue,2.9,3.7,2.8,4.0,2.2,3.4,3.444,3.625,4.222,2.5,0.5,0.5,0.55,0.256,-0.256,0.269,0.825,0.825,0.961,0.222,0.222,0.232,0.3,0.3,0.318,0.421,0.477
17_开放性_dialogue.txt,17,开放性,1,dialogue,3.2,3.6,2.9,3.8,2.4,3.4,3.444,3.625,4.222,2.5,0.2,0.2,0.208,0.156,-0.156,0.16,0.725,0.725,0.83,0.422,0.422,0.458,0.1,0.1,0.102,0.321,0.394
17_开放性_dialogue.txt,17,开放性,2,dialogue,3.2,3.7,2.9,3.8,2.3,3.4,3.444,3.625,4.222,2.5,0.2,0.2,0.208,0.256,-0.256,0.269,0.725,0.725,0.83,0.422,0.422,0.458,0.2,0.2,0.208,0.361,0.412
17_开放性_dialogue.txt,17,开放性,5,dialogue,2.9,3.8,3.1,4.0,2.3,3.4,3.444,3.625,4.222,2.5,0.5,0.5,0.55,0.356,-0.356,0.381,0.525,0.525,0.58,0.222,0.222,0.232,0.2,0.2,0.208,0.361,0.385
17_开放性_dialogue.txt,17,开放性,4,dialogue,3.2,3.7,2.9,4.0,2.3,3.4,3.444,3.625,4.222,2.5,0.2,0.2,0.208,0.256,-0.256,0.269,0.725,0.725,0.83,0.222,0.222,0.232,0.2,0.2,0.208,0.321,0.38
17_开放性_dialogue.txt,17,开放性,6,dialogue,2.9,4.0,3.0,3.8,2.5,3.4,3.444,3.625,4.222,2.5,0.5,0.5,0.55,0.556,-0.556,0.617,0.625,0.625,0.703,0.422,0.422,0.458,0.0,0.0,0.0,0.421,0.475
41_外向性_dialogue.txt,41,外向性,4,dialogue,2.9,3.6,2.8,4.0,2.3,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.178,0.178,0.184,0.825,0.825,0.961,0.333,-0.333,0.356,0.2,0.2,0.208,0.367,0.437
41_外向性_dialogue.txt,41,外向性,2,dialogue,2.8,3.6,2.7,3.8,2.2,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.178,0.178,0.184,0.925,0.925,1.096,0.133,-0.133,0.137,0.3,0.3,0.318,0.387,0.481
41_外向性_dialogue.txt,41,外向性,1,dialogue,3.2,3.3,2.9,4.0,1.8,3.2,3.778,3.625,3.667,2.5,0.0,0.0,0.0,0.478,0.478,0.523,0.725,0.725,0.83,0.333,-0.333,0.356,0.7,0.7,0.798,0.447,0.521
41_外向性_dialogue.txt,41,外向性,3,dialogue,2.9,3.7,2.8,4.0,2.3,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.078,0.078,0.079,0.825,0.825,0.961,0.333,-0.333,0.356,0.2,0.2,0.208,0.347,0.431
41_外向性_dialogue.txt,41,外向性,5,dialogue,2.9,3.7,2.8,3.8,2.3,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.078,0.078,0.079,0.825,0.825,0.961,0.133,-0.133,0.137,0.2,0.2,0.208,0.307,0.409
41_外向性_dialogue.txt,41,外向性,6,dialogue,2.9,3.7,2.8,4.0,2.3,3.2,3.778,3.625,3.667,2.5,0.3,0.3,0.318,0.078,0.078,0.079,0.825,0.825,0.961,0.333,-0.333,0.356,0.2,0.2,0.208,0.347,0.431
11_神经质_dialogue.txt,11,神经质,2,dialogue,2.9,3.8,2.8,4.0,2.3,4.8,3.444,3.5,3.111,3.375,1.9,1.9,2.622,0.356,-0.356,0.381,0.7,0.7,0.798,0.889,-0.889,1.047,1.075,1.075,1.306,0.984,1.111
11_神经质_dialogue.txt,11,神经质,3,dialogue,2.9,3.7,2.8,4.0,2.3,4.8,3.444,3.5,3.111,3.375,1.9,1.9,2.622,0.256,-0.256,0.269,0.7,0.7,0.798,0.889,-0.889,1.047,1.075,1.075,1.306,0.964,1.106
