File,Participant,Agent_Type,Rounds,AblationType,Pred_Openness,Pred_Conscientiousness,Pred_Extraversion,Pred_Agreeableness,Pred_Neuroticism,GT_Openness,GT_Conscientiousness,GT_Extraversion,GT_Agreeableness,GT_Neuroticism,O_MAE,O_Error,O_RMSE,C_MAE,C_Error,C_RMSE,E_MAE,E_Error,E_RMSE,A_MAE,A_Error,A_RMSE,N_MAE,N_Error,N_RMSE,Avg_MAE,Avg_RMSE
3_开放性_dialogue.txt,3,开放性,4,dialogue,3.2,3.5,2.8,4.2,2.3,3.6,2.778,3.5,3.667,2.875,0.4,0.4,0.432,0.722,-0.722,0.827,0.7,0.7,0.798,0.533,-0.533,0.59,0.575,0.575,0.641,0.586,0.598
3_开放性_dialogue.txt,3,开放性,6,dialogue,3.4,3.5,2.8,4.2,2.1,3.6,2.778,3.5,3.667,2.875,0.2,0.2,0.208,0.722,-0.722,0.827,0.7,0.7,0.798,0.533,-0.533,0.59,0.775,0.775,0.895,0.586,0.622
3_开放性_dialogue.txt,3,开放性,1,dialogue,3.2,3.0,2.8,4.0,2.8,3.6,2.778,3.5,3.667,2.875,0.4,0.4,0.432,0.222,-0.222,0.232,0.7,0.7,0.798,0.333,-0.333,0.356,0.075,0.075,0.076,0.346,0.404
3_开放性_dialogue.txt,3,开放性,3,dialogue,3.4,3.5,2.8,4.2,2.5,3.6,2.778,3.5,3.667,2.875,0.2,0.2,0.208,0.722,-0.722,0.827,0.7,0.7,0.798,0.533,-0.533,0.59,0.375,0.375,0.403,0.506,0.543
3_开放性_dialogue.txt,3,开放性,2,dialogue,3.2,3.5,2.8,4.0,2.5,3.6,2.778,3.5,3.667,2.875,0.4,0.4,0.432,0.722,-0.722,0.827,0.7,0.7,0.798,0.333,-0.333,0.356,0.375,0.375,0.403,0.506,0.534
20_宜人性_dialogue.txt,20,宜人性,1,dialogue,3.8,3.7,3.2,4.0,2.3,2.4,2.889,2.5,4.0,3.25,1.4,-1.4,1.792,0.811,-0.811,0.943,0.7,-0.7,0.798,0.0,0.0,0.0,0.95,0.95,1.131,0.772,0.896
20_宜人性_dialogue.txt,20,宜人性,5,dialogue,3.4,3.2,3.3,4.2,2.1,2.4,2.889,2.5,4.0,3.25,1.0,-1.0,1.2,0.311,-0.311,0.33,0.8,-0.8,0.928,0.2,-0.2,0.208,1.15,1.15,1.414,0.692,0.787
20_宜人性_dialogue.txt,20,宜人性,2,dialogue,4.0,3.8,4.2,4.5,2.0,2.4,2.889,2.5,4.0,3.25,1.6,-1.6,2.112,0.911,-0.911,1.077,1.7,-1.7,2.278,0.5,-0.5,0.55,1.25,1.25,1.562,1.192,1.272
20_宜人性_dialogue.txt,20,宜人性,3,dialogue,4.0,3.2,3.0,4.2,2.0,2.4,2.889,2.5,4.0,3.25,1.6,-1.6,2.112,0.311,-0.311,0.33,0.5,-0.5,0.55,0.2,-0.2,0.208,1.25,1.25,1.562,0.772,0.95
20_宜人性_dialogue.txt,20,宜人性,6,dialogue,3.7,3.8,3.2,4.2,2.3,2.4,2.889,2.5,4.0,3.25,1.3,-1.3,1.638,0.911,-0.911,1.077,0.7,-0.7,0.798,0.2,-0.2,0.208,0.95,0.95,1.131,0.812,0.889
20_宜人性_dialogue.txt,20,宜人性,4,dialogue,3.0,4.0,2.0,4.0,2.0,2.4,2.889,2.5,4.0,3.25,0.6,-0.6,0.672,1.111,-1.111,1.358,0.5,0.5,0.55,0.0,0.0,0.0,1.25,1.25,1.562,0.692,0.825
46_尽责性_dialogue.txt,46,尽责性,1,dialogue,3.0,3.8,2.5,4.2,2.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.133,-1.133,1.39,0.875,0.875,1.028,0.533,-0.533,0.59,1.5,1.5,1.95,0.908,0.983
46_尽责性_dialogue.txt,46,尽责性,6,dialogue,3.8,3.5,2.5,4.3,2.2,3.5,2.667,3.375,3.667,3.5,0.3,-0.3,0.318,0.833,-0.833,0.972,0.875,0.875,1.028,0.633,-0.633,0.714,1.3,1.3,1.638,0.788,0.853
46_尽责性_dialogue.txt,46,尽责性,3,dialogue,3.4,3.6,3.2,4.2,2.1,3.5,2.667,3.375,3.667,3.5,0.1,0.1,0.102,0.933,-0.933,1.108,0.175,0.175,0.181,0.533,-0.533,0.59,1.4,1.4,1.792,0.628,0.795
46_尽责性_dialogue.txt,46,尽责性,5,dialogue,3.4,3.5,2.8,4.2,2.3,3.5,2.667,3.375,3.667,3.5,0.1,0.1,0.102,0.833,-0.833,0.972,0.575,0.575,0.641,0.533,-0.533,0.59,1.2,1.2,1.488,0.648,0.743
46_尽责性_dialogue.txt,46,尽责性,2,dialogue,3.2,3.5,3.0,4.2,2.0,3.5,2.667,3.375,3.667,3.5,0.3,0.3,0.318,0.833,-0.833,0.972,0.375,0.375,0.403,0.533,-0.533,0.59,1.5,1.5,1.95,0.708,0.832
46_尽责性_dialogue.txt,46,尽责性,4,dialogue,4.0,3.8,3.0,4.8,1.5,3.5,2.667,3.375,3.667,3.5,0.5,-0.5,0.55,1.133,-1.133,1.39,0.375,0.375,0.403,1.133,-1.133,1.39,2.0,2.0,2.8,1.028,1.18
30_宜人性_dialogue.txt,30,宜人性,2,dialogue,3.2,3.4,3.2,4.2,2.0,3.6,3.0,3.0,3.111,3.625,0.4,0.4,0.432,0.4,-0.4,0.432,0.2,-0.2,0.208,1.089,-1.089,1.326,1.625,1.625,2.153,0.743,0.915
30_宜人性_dialogue.txt,30,宜人性,1,dialogue,3.8,3.5,3.2,4.0,2.3,3.6,3.0,3.0,3.111,3.625,0.2,-0.2,0.208,0.5,-0.5,0.55,0.2,-0.2,0.208,0.889,-0.889,1.047,1.325,1.325,1.676,0.623,0.758
30_宜人性_dialogue.txt,30,宜人性,4,dialogue,3.0,4.0,3.8,4.2,2.0,3.6,3.0,3.0,3.111,3.625,0.6,0.6,0.672,1.0,-1.0,1.2,0.8,-0.8,0.928,1.089,-1.089,1.326,1.625,1.625,2.153,1.023,1.079
30_宜人性_dialogue.txt,30,宜人性,3,dialogue,4.0,4.0,3.5,4.5,2.0,3.6,3.0,3.0,3.111,3.625,0.4,-0.4,0.432,1.0,-1.0,1.2,0.5,-0.5,0.55,1.389,-1.389,1.775,1.625,1.625,2.153,0.983,1.094
30_宜人性_dialogue.txt,30,宜人性,5,dialogue,2.8,4.0,2.8,4.5,2.0,3.6,3.0,3.0,3.111,3.625,0.8,0.8,0.928,1.0,-1.0,1.2,0.2,0.2,0.208,1.389,-1.389,1.775,1.625,1.625,2.153,1.003,1.118
30_宜人性_dialogue.txt,30,宜人性,6,dialogue,2.8,4.0,2.5,4.3,2.0,3.6,3.0,3.0,3.111,3.625,0.8,0.8,0.928,1.0,-1.0,1.2,0.5,0.5,0.55,1.189,-1.189,1.472,1.625,1.625,2.153,1.023,1.09
15_宜人性_dialogue.txt,15,宜人性,2,dialogue,3.2,3.2,3.2,4.0,2.0,3.5,3.444,3.25,3.667,2.5,0.3,0.3,0.318,0.244,0.244,0.256,0.05,0.05,0.05,0.333,-0.333,0.356,0.5,0.5,0.55,0.286,0.32
15_宜人性_dialogue.txt,15,宜人性,1,dialogue,3.2,3.0,3.2,4.2,1.5,3.5,3.444,3.25,3.667,2.5,0.3,0.3,0.318,0.444,0.444,0.484,0.05,0.05,0.05,0.533,-0.533,0.59,1.0,1.0,1.2,0.466,0.561
15_宜人性_dialogue.txt,15,宜人性,3,dialogue,3.8,3.7,3.5,4.2,2.0,3.5,3.444,3.25,3.667,2.5,0.3,-0.3,0.318,0.256,-0.256,0.269,0.25,-0.25,0.263,0.533,-0.533,0.59,0.5,0.5,0.55,0.368,0.388
15_宜人性_dialogue.txt,15,宜人性,5,dialogue,3.7,3.8,3.5,4.2,2.0,3.5,3.444,3.25,3.667,2.5,0.2,-0.2,0.208,0.356,-0.356,0.381,0.25,-0.25,0.263,0.533,-0.533,0.59,0.5,0.5,0.55,0.368,0.391
15_宜人性_dialogue.txt,15,宜人性,4,dialogue,4.0,3.5,3.2,4.5,2.0,3.5,3.444,3.25,3.667,2.5,0.5,-0.5,0.55,0.056,-0.056,0.056,0.05,0.05,0.05,0.833,-0.833,0.972,0.5,0.5,0.55,0.388,0.49
15_宜人性_dialogue.txt,15,宜人性,6,dialogue,3.8,3.7,3.5,4.2,2.0,3.5,3.444,3.25,3.667,2.5,0.3,-0.3,0.318,0.256,-0.256,0.269,0.25,-0.25,0.263,0.533,-0.533,0.59,0.5,0.5,0.55,0.368,0.388
18_开放性_dialogue.txt,18,开放性,4,dialogue,4.0,4.0,2.0,4.0,2.0,2.9,2.444,2.375,3.667,2.5,1.1,-1.1,1.342,1.556,-1.556,2.04,0.375,0.375,0.403,0.333,-0.333,0.356,0.5,0.5,0.55,0.773,0.909
18_开放性_dialogue.txt,18,开放性,3,dialogue,4.0,3.8,2.5,4.2,2.3,2.9,2.444,2.375,3.667,2.5,1.1,-1.1,1.342,1.356,-1.356,1.723,0.125,-0.125,0.128,0.533,-0.533,0.59,0.2,0.2,0.208,0.663,0.823
18_开放性_dialogue.txt,18,开放性,2,dialogue,4.2,3.4,2.3,4.4,2.0,2.9,2.444,2.375,3.667,2.5,1.3,-1.3,1.638,0.956,-0.956,1.138,0.075,0.075,0.076,0.733,-0.733,0.841,0.5,0.5,0.55,0.713,0.824
18_开放性_dialogue.txt,18,开放性,5,dialogue,4.0,4.0,2.0,4.0,2.0,2.9,2.444,2.375,3.667,2.5,1.1,-1.1,1.342,1.556,-1.556,2.04,0.375,0.375,0.403,0.333,-0.333,0.356,0.5,0.5,0.55,0.773,0.909
18_开放性_dialogue.txt,18,开放性,6,dialogue,4.0,3.8,2.2,4.5,2.0,2.9,2.444,2.375,3.667,2.5,1.1,-1.1,1.342,1.356,-1.356,1.723,0.175,0.175,0.181,0.833,-0.833,0.972,0.5,0.5,0.55,0.793,0.897
18_开放性_dialogue.txt,18,开放性,1,dialogue,4.2,3.5,2.3,3.8,2.0,2.9,2.444,2.375,3.667,2.5,1.3,-1.3,1.638,1.056,-1.056,1.278,0.075,0.075,0.076,0.133,-0.133,0.137,0.5,0.5,0.55,0.613,0.785
24_神经质_dialogue.txt,24,神经质,3,dialogue,3.0,3.0,2.8,3.8,2.5,4.2,3.556,3.25,3.889,3.25,1.2,1.2,1.488,0.556,0.556,0.617,0.45,0.45,0.491,0.089,0.089,0.09,0.75,0.75,0.862,0.609,0.71
24_神经质_dialogue.txt,24,神经质,2,dialogue,3.2,3.0,2.8,3.4,3.4,4.2,3.556,3.25,3.889,3.25,1.0,1.0,1.2,0.556,0.556,0.617,0.45,0.45,0.491,0.489,0.489,0.537,0.15,-0.15,0.154,0.529,0.595
24_神经质_dialogue.txt,24,神经质,1,dialogue,2.0,2.0,2.0,2.0,2.0,4.2,3.556,3.25,3.889,3.25,2.2,2.2,3.168,1.556,1.556,2.04,1.25,1.25,1.562,1.889,1.889,2.602,1.25,1.25,1.562,1.629,1.67
24_神经质_dialogue.txt,24,神经质,6,dialogue,3.2,3.4,2.8,3.6,2.3,4.2,3.556,3.25,3.889,3.25,1.0,1.0,1.2,0.156,0.156,0.16,0.45,0.45,0.491,0.289,0.289,0.306,0.95,0.95,1.131,0.569,0.665
24_神经质_dialogue.txt,24,神经质,5,dialogue,3.0,3.0,2.8,3.2,3.4,4.2,3.556,3.25,3.889,3.25,1.2,1.2,1.488,0.556,0.556,0.617,0.45,0.45,0.491,0.689,0.689,0.784,0.15,-0.15,0.154,0.609,0.7
24_神经质_dialogue.txt,24,神经质,4,dialogue,3.0,3.0,2.8,3.5,3.2,4.2,3.556,3.25,3.889,3.25,1.2,1.2,1.488,0.556,0.556,0.617,0.45,0.45,0.491,0.389,0.389,0.419,0.05,0.05,0.05,0.529,0.649
41_外向性_dialogue.txt,41,外向性,6,dialogue,3.8,3.4,4.0,4.2,2.2,3.2,3.778,3.625,3.667,2.5,0.6,-0.6,0.672,0.378,0.378,0.406,0.375,-0.375,0.403,0.533,-0.533,0.59,0.3,0.3,0.318,0.437,0.451
41_外向性_dialogue.txt,41,外向性,2,dialogue,3.4,3.2,3.8,4.2,2.0,3.2,3.778,3.625,3.667,2.5,0.2,-0.2,0.208,0.578,0.578,0.645,0.175,-0.175,0.181,0.533,-0.533,0.59,0.5,0.5,0.55,0.397,0.433
41_外向性_dialogue.txt,41,外向性,1,dialogue,3.4,3.2,3.8,4.2,2.1,3.2,3.778,3.625,3.667,2.5,0.2,-0.2,0.208,0.578,0.578,0.645,0.175,-0.175,0.181,0.533,-0.533,0.59,0.4,0.4,0.432,0.377,0.412
41_外向性_dialogue.txt,41,外向性,4,dialogue,3.8,3.4,4.2,4.3,2.0,3.2,3.778,3.625,3.667,2.5,0.6,-0.6,0.672,0.378,0.378,0.406,0.575,-0.575,0.641,0.633,-0.633,0.714,0.5,0.5,0.55,0.537,0.545
41_外向性_dialogue.txt,41,外向性,5,dialogue,3.2,3.0,3.3,4.2,1.8,3.2,3.778,3.625,3.667,2.5,0.0,0.0,0.0,0.778,0.778,0.899,0.325,0.325,0.346,0.533,-0.533,0.59,0.7,0.7,0.798,0.467,0.545
41_外向性_dialogue.txt,41,外向性,3,dialogue,3.8,3.5,4.2,4.3,2.0,3.2,3.778,3.625,3.667,2.5,0.6,-0.6,0.672,0.278,0.278,0.293,0.575,-0.575,0.641,0.633,-0.633,0.714,0.5,0.5,0.55,0.517,0.533
41_神经质_dialogue.txt,41,神经质,6,dialogue,3.2,3.0,2.8,4.2,2.3,3.2,3.778,3.625,3.667,2.5,0.0,0.0,0.0,0.778,0.778,0.899,0.825,0.825,0.961,0.533,-0.533,0.59,0.2,0.2,0.208,0.467,0.567
41_神经质_dialogue.txt,41,神经质,1,dialogue,2.8,3.4,2.9,4.2,3.2,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.378,0.378,0.406,0.725,0.725,0.83,0.533,-0.533,0.59,0.7,-0.7,0.798,0.547,0.566
41_神经质_dialogue.txt,41,神经质,5,dialogue,2.8,3.0,2.8,3.4,3.6,3.2,3.778,3.625,3.667,2.5,0.4,0.4,0.432,0.778,0.778,0.899,0.825,0.825,0.961,0.267,0.267,0.281,1.1,-1.1,1.342,0.674,0.738
41_神经质_dialogue.txt,41,神经质,3,dialogue,3.0,3.0,3.0,4.0,4.0,3.2,3.778,3.625,3.667,2.5,0.2,0.2,0.208,0.778,0.778,0.899,0.625,0.625,0.703,0.333,-0.333,0.356,1.5,-1.5,1.95,0.687,0.824
41_神经质_dialogue.txt,41,神经质,4,dialogue,3.2,3.4,2.8,4.2,4.3,3.2,3.778,3.625,3.667,2.5,0.0,0.0,0.0,0.378,0.378,0.406,0.825,0.825,0.961,0.533,-0.533,0.59,1.8,-1.8,2.448,0.707,0.933
41_神经质_dialogue.txt,41,神经质,2,dialogue,3.0,3.0,2.8,4.0,4.2,3.2,3.778,3.625,3.667,2.5,0.2,0.2,0.208,0.778,0.778,0.899,0.825,0.825,0.961,0.333,-0.333,0.356,1.7,-1.7,2.278,0.767,0.93
11_外向性_dialogue.txt,11,外向性,6,dialogue,3.0,4.2,3.2,4.5,2.0,4.8,3.444,3.5,3.111,3.375,1.8,1.8,2.448,0.756,-0.756,0.87,0.3,0.3,0.318,1.389,-1.389,1.775,1.375,1.375,1.753,1.124,1.243
11_外向性_dialogue.txt,11,外向性,2,dialogue,3.4,4.0,3.8,4.3,2.2,4.8,3.444,3.5,3.111,3.375,1.4,1.4,1.792,0.556,-0.556,0.617,0.3,-0.3,0.318,1.189,-1.189,1.472,1.175,1.175,1.451,0.924,1.015
11_外向性_dialogue.txt,11,外向性,4,dialogue,3.0,4.0,3.2,4.2,2.0,4.8,3.444,3.5,3.111,3.375,1.8,1.8,2.448,0.556,-0.556,0.617,0.3,0.3,0.318,1.089,-1.089,1.326,1.375,1.375,1.753,1.024,1.159
11_外向性_dialogue.txt,11,外向性,5,dialogue,3.2,4.0,2.3,4.5,2.0,4.8,3.444,3.5,3.111,3.375,1.6,1.6,2.112,0.556,-0.556,0.617,1.2,1.2,1.488,1.389,-1.389,1.775,1.375,1.375,1.753,1.224,1.275
11_外向性_dialogue.txt,11,外向性,3,dialogue,3.0,3.8,3.0,4.2,2.0,4.8,3.444,3.5,3.111,3.375,1.8,1.8,2.448,0.356,-0.356,0.381,0.5,0.5,0.55,1.089,-1.089,1.326,1.375,1.375,1.753,1.024,1.157
11_外向性_dialogue.txt,11,外向性,1,dialogue,3.0,3.4,3.5,4.2,2.0,4.8,3.444,3.5,3.111,3.375,1.8,1.8,2.448,0.044,0.044,0.045,0.0,0.0,0.0,1.089,-1.089,1.326,1.375,1.375,1.753,0.862,1.124
8_开放性_dialogue.txt,8,开放性,3,dialogue,3.4,3.5,3.0,4.2,2.0,3.9,2.667,3.25,3.333,2.25,0.5,0.5,0.55,0.833,-0.833,0.972,0.25,0.25,0.263,0.867,-0.867,1.017,0.25,0.25,0.263,0.54,0.603
8_开放性_dialogue.txt,8,开放性,4,dialogue,3.3,3.2,3.0,4.2,3.0,3.9,2.667,3.25,3.333,2.25,0.6,0.6,0.672,0.533,-0.533,0.59,0.25,0.25,0.263,0.867,-0.867,1.017,0.75,-0.75,0.862,0.6,0.636
8_开放性_dialogue.txt,8,开放性,5,dialogue,4.0,4.0,2.8,4.2,2.2,3.9,2.667,3.25,3.333,2.25,0.1,-0.1,0.102,1.333,-1.333,1.689,0.45,0.45,0.491,0.867,-0.867,1.017,0.05,0.05,0.05,0.56,0.741
8_开放性_dialogue.txt,8,开放性,2,dialogue,3.4,3.2,3.0,4.2,2.3,3.9,2.667,3.25,3.333,2.25,0.5,0.5,0.55,0.533,-0.533,0.59,0.25,0.25,0.263,0.867,-0.867,1.017,0.05,-0.05,0.05,0.44,0.52
8_开放性_dialogue.txt,8,开放性,1,dialogue,3.8,3.2,3.0,4.2,2.3,3.9,2.667,3.25,3.333,2.25,0.1,0.1,0.102,0.533,-0.533,0.59,0.25,0.25,0.263,0.867,-0.867,1.017,0.05,-0.05,0.05,0.36,0.471
8_开放性_dialogue.txt,8,开放性,6,dialogue,3.8,4.0,3.0,4.2,2.0,3.9,2.667,3.25,3.333,2.25,0.1,0.1,0.102,1.333,-1.333,1.689,0.25,0.25,0.263,0.867,-0.867,1.017,0.25,0.25,0.263,0.56,0.73
36_开放性_dialogue.txt,36,开放性,3,dialogue,3.0,3.2,2.8,4.0,2.5,2.1,2.778,2.125,4.111,2.5,0.9,-0.9,1.062,0.422,-0.422,0.458,0.675,-0.675,0.766,0.111,0.111,0.114,0.0,0.0,0.0,0.422,0.54
36_开放性_dialogue.txt,36,开放性,4,dialogue,3.7,4.0,3.2,4.2,2.0,2.1,2.778,2.125,4.111,2.5,1.6,-1.6,2.112,1.222,-1.222,1.521,1.075,-1.075,1.306,0.089,-0.089,0.09,0.5,0.5,0.55,0.897,1.046
36_开放性_dialogue.txt,36,开放性,1,dialogue,3.4,3.2,3.2,4.2,2.0,2.1,2.778,2.125,4.111,2.5,1.3,-1.3,1.638,0.422,-0.422,0.458,1.075,-1.075,1.306,0.089,-0.089,0.09,0.5,0.5,0.55,0.677,0.81
36_开放性_dialogue.txt,36,开放性,6,dialogue,3.0,3.8,2.5,4.2,2.3,2.1,2.778,2.125,4.111,2.5,0.9,-0.9,1.062,1.022,-1.022,1.231,0.375,-0.375,0.403,0.089,-0.089,0.09,0.2,0.2,0.208,0.517,0.639
36_开放性_dialogue.txt,36,开放性,2,dialogue,3.2,3.8,2.5,4.2,2.0,2.1,2.778,2.125,4.111,2.5,1.1,-1.1,1.342,1.022,-1.022,1.231,0.375,-0.375,0.403,0.089,-0.089,0.09,0.5,0.5,0.55,0.617,0.728
36_开放性_dialogue.txt,36,开放性,5,dialogue,3.8,3.7,3.4,4.2,2.3,2.1,2.778,2.125,4.111,2.5,1.7,-1.7,2.278,0.922,-0.922,1.092,1.275,-1.275,1.6,0.089,-0.089,0.09,0.2,0.2,0.208,0.837,1.041
5_神经质_dialogue.txt,5,神经质,6,dialogue,3.2,3.4,2.8,4.0,3.8,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.378,0.378,0.406,1.325,1.325,1.676,0.333,0.333,0.356,1.425,-1.425,1.831,0.772,0.917
5_神经质_dialogue.txt,5,神经质,4,dialogue,3.0,3.0,2.0,4.2,3.8,2.8,3.778,4.125,4.333,2.375,0.2,-0.2,0.208,0.778,0.778,0.899,2.125,2.125,3.028,0.133,0.133,0.137,1.425,-1.425,1.831,0.932,1.201
5_神经质_dialogue.txt,5,神经质,1,dialogue,3.5,3.4,2.8,4.0,3.8,2.8,3.778,4.125,4.333,2.375,0.7,-0.7,0.798,0.378,0.378,0.406,1.325,1.325,1.676,0.333,0.333,0.356,1.425,-1.425,1.831,0.832,0.952
5_神经质_dialogue.txt,5,神经质,5,dialogue,3.2,3.0,2.8,3.7,4.2,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.778,0.778,0.899,1.325,1.325,1.676,0.633,0.633,0.714,1.825,-1.825,2.491,0.992,1.118
5_神经质_dialogue.txt,5,神经质,3,dialogue,3.2,3.0,2.7,4.0,4.2,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.778,0.778,0.899,1.425,1.425,1.831,0.333,0.333,0.356,1.825,-1.825,2.491,0.952,1.117
5_神经质_dialogue.txt,5,神经质,2,dialogue,3.0,3.0,2.8,4.0,4.0,2.8,3.778,4.125,4.333,2.375,0.2,-0.2,0.208,0.778,0.778,0.899,1.325,1.325,1.676,0.333,0.333,0.356,1.625,-1.625,2.153,0.852,1.015
5_外向性_dialogue.txt,5,外向性,4,dialogue,3.2,4.2,4.3,4.4,2.0,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.422,-0.422,0.458,0.175,-0.175,0.181,0.067,-0.067,0.068,0.375,0.375,0.403,0.288,0.321
5_外向性_dialogue.txt,5,外向性,1,dialogue,3.2,3.0,3.4,4.2,1.5,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.778,0.778,0.899,0.725,0.725,0.83,0.133,0.133,0.137,0.875,0.875,1.028,0.582,0.644
5_外向性_dialogue.txt,5,外向性,3,dialogue,3.2,3.4,2.9,4.2,2.1,2.8,3.778,4.125,4.333,2.375,0.4,-0.4,0.432,0.378,0.378,0.406,1.225,1.225,1.525,0.133,0.133,0.137,0.275,0.275,0.29,0.482,0.616
5_外向性_dialogue.txt,5,外向性,6,dialogue,2.8,4.0,4.0,4.2,2.0,2.8,3.778,4.125,4.333,2.375,0.0,0.0,0.0,0.222,-0.222,0.232,0.125,0.125,0.128,0.133,0.133,0.137,0.375,0.375,0.403,0.171,0.211
5_外向性_dialogue.txt,5,外向性,5,dialogue,4.0,4.2,3.8,4.5,2.0,2.8,3.778,4.125,4.333,2.375,1.2,-1.2,1.488,0.422,-0.422,0.458,0.325,0.325,0.346,0.167,-0.167,0.172,0.375,0.375,0.403,0.498,0.615
5_外向性_dialogue.txt,5,外向性,2,dialogue,3.4,3.5,3.8,4.2,2.1,2.8,3.778,4.125,4.333,2.375,0.6,-0.6,0.672,0.278,0.278,0.293,0.325,0.325,0.346,0.133,0.133,0.137,0.275,0.275,0.29,0.322,0.357
30_外向性_dialogue.txt,30,外向性,1,dialogue,3.8,3.2,4.0,3.9,3.7,3.6,3.0,3.0,3.111,3.625,0.2,-0.2,0.208,0.2,-0.2,0.208,1.0,-1.0,1.2,0.789,-0.789,0.913,0.075,-0.075,0.076,0.453,0.584
30_外向性_dialogue.txt,30,外向性,6,dialogue,4.2,3.4,4.3,4.4,3.8,3.6,3.0,3.0,3.111,3.625,0.6,-0.6,0.672,0.4,-0.4,0.432,1.3,-1.3,1.638,1.289,-1.289,1.621,0.175,-0.175,0.181,0.753,0.883
